NORAD_CAT_ID,RCS
10991,1.6896
10992,4.5636
11006,17.6764
11051,5.454
11060,4.08
11080,3.1472
11081,8.298
11084,4.1329
11087,5.0188
11111,2.1281
11112,4.387
11136,5.8535
11142,1.4463
11165,4.25
11166,5.5174
11168,2.7752
11170,6.0389
11238,3.2404
11239,4.1959
11251,5.415
11267,4.0015
11288,4.5669
11289,5.461
11304,5.9367
11308,1.9191
11309,4.4701
11320,1.9187
11321,4.1304
11326,1.4974
11327,5.4444
11378,2.9947
11379,4.0468
11416,2.8854
11425,2.1421
11427,4.474
11510,2.0233
11511,4.6930000000000005
11546,5.7995
11573,1.9849
11574,4.6928
11585,2.0058
11586,4.855
11605,4.2226
11608,5.7348
11636,8.997
11667,1.9661
11668,5.187
11672,3.8825
11680,3.0982
11681,4.7208
11699,5.4306
11705,1.5903
11735,1.9233
11736,4.2453
11750,1.3644
11751,4.7374
11765,4.282
11788,2.5869999999999997
11803,2.7715
11804,4.327
11822,4.9562
11869,1.9849
11870,4.1202
11883,5.8261
11962,4.723
11963,5.2679
12087,2.3761
12088,4.3722
12091,1.8449
12092,4.5189
12115,5.9562
12138,2.9539999999999997
12139,5.479
12149,1.4348
12150,4.8103
12155,5.1160000000000005
12174,1.7180000000000002
12295,1.8459
12297,2.2022
12298,4.3180000000000005
12319,2.8596
12328,5.2783
12388,2.975
12409,2.2938
12442,2.0515
12443,4.3464
12445,16.0177
12456,4.4179
12457,6.2109
12458,1.6177
12465,5.3152
12497,15.3156
12504,2.9466
12508,4.3101
12553,2.878
12585,4.2242
12586,6.5459
12644,5.6564
12645,3.9376
12646,5.3225
12681,2.0159
12682,5.0849
12783,2.0841
12785,5.6944
12786,3.2877
12791,2.151
12792,4.7613
12803,1.4715
12804,4.1899
12818,11.3425
12827,5.6709
12835,1.9671
12836,3.978
12848,4.1739999999999995
12849,4.6957
12879,8.6971
12880,5.252000000000001
12889,7.515
12904,5.3523
12983,5.7903
12987,8.2828
12988,4.1138
13003,6.1939
13007,17.6109
13027,3.0439999999999996
13028,4.138999999999999
13033,2.076
13034,4.2721
13065,1.4824
13066,4.0636
13067,6.3351
13068,4.512
13110,1.9692
13111,4.4668
13113,4.293
13114,4.409
13121,5.1803
13127,2.0527
13128,4.1579
13148,1.9054
13149,4.479
13153,9.0408
13154,5.275
13168,5.8109
13175,2.387
13241,1.9413
13242,4.3998
13243,2.2680000000000002
13260,5.5021
13271,8.3594
13272,4.107
13301,2.5991
13302,4.1626
13353,2.0842
13354,4.4229
13367,6.432
13386,5.7649
13403,5.8217
13492,2.043
13493,1.7690000000000001
13552,7.4965
13553,4.0839
13589,9.334
13590,3.9810000000000003
13600,2.388
13617,2.3581
13618,4.4797
13648,2.6099
13649,4.1441
13718,4.592
13719,4.8875
13736,3.3278
13757,3.0148
13758,4.4389
13769,5.8971
13770,6.8711
13771,5.6739999999999995
13777,3.9914
13778,8.3698
13819,5.4579
13911,1.2942
13916,1.9629
13917,4.1409
13923,3.9923
13949,1.9243
13950,4.5116
13991,1.903
13992,4.2691
14032,5.4235
14033,4.118
14051,9.116
14057,2.024
14059,4.6442
14064,8.8835
14084,3.165
14085,4.712
14096,8.675
14147,7.6377
14148,4.098
14154,1.1875
14179,5.756
14208,6.0788
14240,1.9323
14241,4.0275
14372,9.4498
14373,4.1888
14401,2.0418
14402,4.3871
14450,1.5637
14451,4.048
14452,4.7566
14453,5.468
14483,2.9139999999999997
14506,3.5984
14521,9.5233
14522,4.6391
14546,2.3509
14547,4.2584
14551,7.5694
14552,4.238
14619,6.2546
14624,1.9255
14625,4.3589
14670,3.8481
14679,2.0723
14680,4.1434
14699,6.2222
14700,3.6382
14759,1.8428
14760,4.1704
14780,8.406
14819,8.2989
14820,3.8208
14965,2.0072
14966,4.3738
14973,2.031
14974,3.9124
15006,5.9223
15031,2.0002
15032,4.1982
15055,2.4161
15056,4.3207
15077,2.181
15078,4.247
15085,2.113
15099,4.3379
15100,4.6105
15171,11.2562
15172,4.967
15202,10.3267
15244,3.1586
15292,2.531
15293,4.3234
15331,8.9449
15332,4.3262
15333,6.732
15334,13.5197
15354,5.9971
15359,1.9847
15360,4.508
15362,1.6629
15369,7.1218
15370,3.798
15378,2.2594
15388,22.65
